sentence,sentiment,topic,sentence_seg
cần phân chia hai giảng viên cho từng dãy bàn để tăng khả năng tương tác với sinh viên .,negative,training_program,cần phân_chia hai giảng_viên cho từng dãy bàn để tăng khả_năng tương_tác với sinh_viên .
thời gian học thoải mái .,positive,training_program,thời_gian học thoải_mái .
giáo viên giảng dạy tận tình và cho làm nhiều bài tập .,positive,lecturer,giáo_viên giảng_dạy tận_tình và cho làm nhiều bài_tập .
"nhiệt tình , luôn giúp đỡ sinh viên khi sinh viên có thắc mắc .",positive,lecturer,"nhiệt_tình , luôn giúp_đỡ sinh_viên khi sinh_viên có thắc_mắc ."
thời gian đi dạy trễ .,negative,lecturer,thời_gian đi dạy trễ .
"tận tâm , đúng giờ .",positive,lecturer,"tận_tâm , đúng giờ ."
dạy khó hiểu .,negative,lecturer,dạy khó hiểu .
thầy hướng dẫn thực hành chi tiết .,positive,lecturer,thầy hướng_dẫn thực_hành chi_tiết .
tạo điều kiện cho học sinh phát biểu .,positive,training_program,tạo điều_kiện cho học_sinh phát_biểu .
"thầy hay khó chịu , không tận tâm , nhiệt tình .",negative,lecturer,"thầy hay khó_chịu , không tận_tâm , nhiệt_tình ."
thầy đi dạy đầy đủ .,positive,lecturer,thầy đi dạy đầy_đủ .
cô cho làm đồ án .,neutral,lecturer,cô cho làm đồ_án .
giáo viên dạy nhanh quá theo không kịp .,negative,lecturer,giáo_viên dạy nhanh quá theo không kịp .
giảng viên tận tâm nhiệt tình !,positive,lecturer,giảng_viên tận_tâm nhiệt_tình !
"học tập hơi khô khan , cô cần ôn tập thi sát đề thêm chút nữa ạ coloncolon .",negative,lecturer,"học_tập hơi khô_khan , cô cần ôn_tập thi sát đề thêm chút nữa ạ coloncolon ."
chào thầy fraction cô !,neutral,others,chào thầy fraction cô !
"nhiệt tình , tạo hứng thú học tập .",positive,lecturer,"nhiệt_tình , tạo hứng_thú học_tập ."
nên có nhiều tiết thực hành hơn .,negative,training_program,nên có nhiều tiết thực_hành hơn .
"slide bài học rất ư là khó nắm bắt , code trong slide vẫn còn chỗ sai .",negative,training_program,"slide bài_học rất ư là khó nắm_bắt , code trong slide vẫn còn chỗ sai ."
"nghỉ rất nhiều , đa phần những buổi nghỉ là do sinh viên chờ 30 phút không thấy thầy lên mà giải tán .",negative,lecturer,"nghỉ rất nhiều , đa_phần những buổi nghỉ là do sinh_viên chờ 30 phút không thấy thầy lên mà giải_tán ."
giảng dạy cho sinh viên rất nhiệt tình .,positive,lecturer,giảng_dạy cho sinh_viên rất nhiệt_tình .
"giảng viên dạy lý thuyết và thực hành cần thống nhất với nhau về nội dung đã được giảng dạy qua mỗi tuần , tránh trường hợp thực hành trước khi học lý thuyết .",negative,lecturer,"giảng_viên dạy lý_thuyết và thực_hành cần thống_nhất với nhau về nội_dung đã được giảng_dạy qua mỗi tuần , tránh trường_hợp thực_hành trước khi học lý_thuyết ."
cần kết hợp học với hành .,negative,training_program,cần kết_hợp học với hành .
"giảng viên cực kỳ tận tâm , nhiệt tình , giảng dạy rất dễ hiểu và rất thú vị tuy rằng đây là môn khô khan , khó hiểu .",positive,lecturer,"giảng_viên cực_kỳ tận_tâm , nhiệt_tình , giảng_dạy rất dễ hiểu và rất thú_vị tuy_rằng đây là môn khô_khan , khó hiểu ."
"thầy dạy rất dễ hiểu , bài tập nhiều .",positive,lecturer,"thầy dạy rất dễ hiểu , bài_tập nhiều ."
nên đưa ra các vấn đề thường gặp .,negative,others,nên đưa ra các vấn_đề thường gặp .
cô hướng dẫn về cách thuyết trình rất hay .,positive,lecturer,cô hướng_dẫn về cách thuyết_trình rất hay .
cô dạy hay nhiệt tình .,positive,lecturer,cô dạy hay nhiệt_tình .
"giảng dạy ngắn gọc , dễ hiểu , nhiệt tình .",positive,lecturer,"giảng_dạy ngắn gọc , dễ hiểu , nhiệt_tình ."
bài tập cho quá khó .,negative,training_program,bài_tập cho quá khó .
giảng viên nên ra thêm bài tập .,negative,lecturer,giảng_viên nên ra thêm bài_tập .
giảng viên quá nhiệt tình .,positive,lecturer,giảng_viên quá nhiệt_tình .
"giáo viên hướng dẫn cho code sai , hướng dẫn viết code ít , không đáp ứng được câu hỏi của học sinh .",negative,lecturer,"giáo_viên hướng_dẫn cho code sai , hướng_dẫn viết code ít , không đáp_ứng được câu hỏi của học_sinh ."
"thầy nhiệt tình , giảng chi tiết , có quan tâm đến sinh viên .",positive,lecturer,"thầy nhiệt_tình , giảng chi_tiết , có quan_tâm đến sinh_viên ."
"thầy không quan tâm đến việc học của sinh viên , nhiệm vụ của thầy là lên lớp đọc slide cho các bạn khác nên trình trạng sinh viên nghỉ rất nhiều .",negative,lecturer,"thầy không quan_tâm đến việc học của sinh_viên , nhiệm_vụ của thầy là lên_lớp đọc slide cho các bạn khác nên trình trạng sinh_viên nghỉ rất nhiều ."
môn này gắn với thực tế nhiều nên có những các tương tác trực tiếp với nhau .,negative,training_program,môn này gắn với thực_tế nhiều nên có những các tương_tác trực_tiếp với nhau .
"cô tận tâm , nhiệt tình , sẵn sàng giảng lại bài cho lớp khi có chỗ khó hiểu .",positive,lecturer,"cô tận_tâm , nhiệt_tình , sẵn_sàng giảng lại bài cho lớp khi có chỗ khó hiểu ."
tài liệu cho kết quả nhưng có cái đúng cái sai làm hoang mang cho việc tự học tại nhà .,negative,training_program,tài_liệu cho kết_quả nhưng có cái đúng cái sai làm hoang_mang cho việc tự học tại nhà .
chỉ lên cho tự làm .,negative,training_program,chỉ lên cho tự làm .
em cảm thấy sự tương quan giữa tiết học thực hành và lý thuyết chưa hợp lý lắm .,negative,training_program,em cảm_thấy sự tương_quan giữa tiết học thực_hành và lý_thuyết chưa hợp_lý lắm .
"giảng viên rất nhiệt tình , thường xuyên trao đổi tài liệu qua website môn học .",positive,lecturer,"giảng_viên rất nhiệt_tình , thường_xuyên trao_đổi tài_liệu qua website môn_học ."
thầy nhiệt tình năng động .,positive,lecturer,thầy nhiệt_tình năng_động .
"không có lời giải đầy đủ , học sinh không biết làm là coi như không biết làm từ đâu hết cuối .",negative,training_program,"không có lời_giải đầy_đủ , học_sinh không biết làm là coi như không biết làm từ đâu hết cuối ."
cô rất thân thiện và nhiệt tình .,positive,lecturer,cô rất thân_thiện và nhiệt_tình .
"thầy rất tận tình , hướng dẫn cụ thể .",positive,lecturer,"thầy rất tận_tình , hướng_dẫn cụ_thể ."
em học phân tích thiết kế cô wzjwz276 mà .,neutral,lecturer,em học phân_tích thiết_kế cô wzjwz276 mà .
"dạy dễ hiểu , cuốn hút .",positive,lecturer,"dạy dễ hiểu , cuốn_hút ."
"tiết dạy sinh động , khả năng truyền đạt cao .",positive,lecturer,"tiết dạy sinh_động , khả_năng truyền_đạt cao ."
thầy dạy nhiệt tình dễ hiểu khá thoải mái hòa đồng với sinh viên .,positive,lecturer,thầy dạy nhiệt_tình dễ hiểu khá thoải_mái hòa đồng với sinh_viên .
thầy dạy nhiệt tình .,positive,lecturer,thầy dạy nhiệt_tình .
không đảm bảo giờ giảng dạy .,negative,lecturer,không đảm_bảo giờ giảng_dạy .
thầy day tốt .,positive,lecturer,thầy day tốt .
phát âm không chuẩn .,negative,lecturer,phát_âm không chuẩn .
"như thầy lý thuyết , thầy cho chúng em tự tìm hiểu 3dsmax từ đầu kỳ nên cuối kỳ làm đồ án rất khỏe .",positive,lecturer,"như thầy lý_thuyết , thầy cho chúng em tự tìm_hiểu 3dsmax từ đầu kỳ nên cuối kỳ làm đồ_án rất khỏe ."
"giảng viên rất tận tâm , nhiệt huyết , cô có khả năng truyền đặt cao , cách giảng dạy lôi cuốn , thu hút .",positive,lecturer,"giảng_viên rất tận_tâm , nhiệt_huyết , cô có khả_năng truyền đặt cao , cách giảng_dạy lôi_cuốn , thu_hút ."
"giảng viên tận tình , chu đáo , gần gũi sinh viên .",positive,lecturer,"giảng_viên tận_tình , chu_đáo , gần_gũi sinh_viên ."
"vui vẻ , cởi mở .",positive,lecturer,"vui_vẻ , cởi_mở ."
thầy giảng dạy rất có nguyên tắc .,positive,lecturer,thầy giảng_dạy rất có nguyên_tắc .
nên học ở giảng đường sẽ thuận tiện hơn .,negative,training_program,nên học ở giảng_đường sẽ thuận_tiện hơn .
làm cho một phần học sinh ( chủ yếu khá và giỏi ) cảm thấy chán trong việc lên lớp .,negative,lecturer,làm cho một phần học_sinh ( chủ_yếu khá và giỏi ) cảm_thấy chán trong việc lên_lớp .
"cô dạy nhiệt tình , sẵn sàng giảng lại một phần nhiều lần .",positive,lecturer,"cô dạy nhiệt_tình , sẵn_sàng giảng lại một phần_nhiều lần ."
cảm ơn thầy wzjwz291 rất nhiều .,positive,lecturer,cảm_ơn thầy wzjwz291 rất nhiều .
thầy rất có tâm ạ !,positive,lecturer,thầy rất có tâm ạ !
có nhiều bài tập về nhà .,positive,training_program,có nhiều bài_tập về nhà .
em có đăng ký học môn khác vào tiết sau và lúc nào cũng bị đi muộn .,negative,lecturer,em có đăng_ký học môn khác vào tiết sau và lúc_nào cũng bị đi muộn .
"đổi mới hình thức kiểm tra , đảm bảo tính chất thực hành của môn học .",negative,training_program,"đổi_mới hình_thức kiểm_tra , đảm_bảo tính_chất thực_hành của môn_học ."
cơ sở vật chất của trường còn khá kém và thiếu các hoạt động ngoại khóa .,negative,lecturer,cơ_sở vật_chất của trường còn khá kém và thiếu các hoạt_động ngoại khóa .
một cuốn sách thật dày chỉ là một trong những tài liệu mà tụi em có thể tham khảo .,negative,training_program,một cuốn sách thật dày chỉ là một trong những tài_liệu mà tụi em có_thể tham_khảo .
sự nhiệt tình của giảng viên trong quá trình giảng dạy .,positive,lecturer,sự nhiệt_tình của giảng_viên trong quá_trình giảng_dạy .
giáo viên nên tập trung vào các vấn đề cần biết trên lớp để cho các sinh viên hiểu rõ hơn bài tập .,negative,lecturer,giáo_viên nên tập_trung vào các vấn_đề cần biết trên lớp để cho các sinh_viên hiểu rõ hơn bài_tập .
em xin chân thành cảm ơn !,neutral,others,em xin chân_thành cảm_ơn !
"dạy rất nhiệt tình , lớp sinh động , truyền đạt tốt .",positive,lecturer,"dạy rất nhiệt_tình , lớp sinh_động , truyền_đạt tốt ."
có cho đề mẫu và bài tập để ôn tập .,positive,lecturer,có cho đề mẫu và bài_tập để ôn_tập .
"giảng viên trả lời câu hỏi của sinh viên thiếu chuyên nghiệp ( qua loa , không đúng chủ đề ) .",negative,lecturer,"giảng_viên trả_lời câu hỏi của sinh_viên thiếu chuyên_nghiệp ( qua_loa , không đúng chủ_đề ) ."
"chú trọng quá nhiều vào lý thuyết , ít bài tập .",negative,training_program,"chú_trọng quá nhiều vào lý_thuyết , ít bài_tập ."
nhưng ngoài điều đó ra thì giảng viên rất tốt .,positive,lecturer,nhưng ngoài điều đó ra thì giảng_viên rất tốt .
"nội dung bài giảng hay , phù hợp và truyền đạt nội dung bài kết hợp ví dụ tuyệt vời !",positive,lecturer,"nội_dung bài giảng hay , phù_hợp và truyền_đạt nội_dung bài kết_hợp ví_dụ tuyệt_vời !"
tận tình .,positive,lecturer,tận_tình .
giảng viên thường không trả lời câu hỏi của sinh viền hoặc là khó chịu khi sinh viên hỏi bài .,positive,lecturer,giảng_viên thường không trả_lời câu hỏi của sinh viền hoặc là khó_chịu khi sinh_viên hỏi bài .
"bước vào lớp học cứ như "" đi nhầm lớp "" .",neutral,lecturer,"bước vào lớp_học cứ như "" đi nhầm lớp "" ."
hay cho nghỉ .,negative,lecturer,hay cho nghỉ .
không thấy giảng viên trên lớp .,negative,lecturer,không thấy giảng_viên trên lớp .
chương trình hiện tại chia tới 2 lĩnh vực trong một môn học .,neutral,training_program,chương_trình hiện_tại chia tới 2 lĩnh_vực trong một môn_học .
"không chỉ truyền đạt đầy đủ kiến thức , thầy còn cho thêm sinh viên nhiều thông tin bổ ích khác .",positive,lecturer,"không chỉ truyền_đạt đầy_đủ kiến_thức , thầy còn cho thêm sinh_viên nhiều thông_tin bổ_ích khác ."
